car,body,engV,engType,registration,year,model,drive
Mitsubishi,crossover,2.8,Diesel,no,1996,Pajero,full
Audi,crossover,3,Diesel,no,2013,Q7,full
BMW,sedan,2.2,Petrol,yes,2002,523,rear
Ford,other,2.3,Petrol,yes,2016,Mustang,rear
Hyundai,hatch,1.4,Petrol,yes,2007,Getz,front
Rover,sedan,2,Petrol,yes,2000,75,front
Opel,sedan,1.4,Petrol,yes,2007,Astra G,front
Mercedes-Benz,crossover,5,Petrol,yes,2000,G 500,full
VAZ,sedan,1.6,Petrol,yes,2008,2115,front
Mercedes-Benz,sedan,3.2,Diesel,yes,2001,320,rear
Skoda,sedan,1.8,Gas,yes,2008,Octavia Tour,front
Honda,crossover,2,Gas,yes,2008,CR-V,full
Toyota,sedan,2.4,Gas,yes,2007,Camry,front
Renault,van,2.3,Diesel,yes,2012,Master ����.,front
Skoda,sedan,1.6,Petrol,yes,2008,Octavia Tour,front
Opel,vagon,1.7,Diesel,yes,2009,Astra G,front
Renault,hatch,NA,Diesel,no,2005,Scenic,front
Dodge,sedan,2,Gas,yes,1994,Neon,front
Kia,crossover,2.5,Diesel,yes,2007,Sorento,full
Daewoo,sedan,0.8,Petrol,yes,2008,Matiz,front
Mercedes-Benz,sedan,3.7,Petrol,yes,2003,S 350,rear
Mercedes-Benz,sedan,2,Diesel,yes,1992,200,rear
Ford,van,1.8,Diesel,yes,2008,C-Max,front
Geely,sedan,1.5,Petrol,yes,2011,CK-2,front
Mercedes-Benz,van,2.9,Diesel,yes,1999,Sprinter 212 ����.,
Volkswagen,van,2,Gas,yes,2010,Caddy ����.,front
ZAZ,sedan,1.2,Petrol,yes,2008,1103 �������,front
SsangYong,crossover,2,Diesel,yes,2014,Kyron,full
Toyota,hatch,1.6,Gas,yes,2013,Auris,front
Mercedes-Benz,sedan,2.2,Diesel,yes,2004,E-Class,
Mercedes-Benz,sedan,5.5,Petrol,yes,2011,S 500,full
Daewoo,sedan,1.5,Petrol,yes,2008,Nexia,front
Mazda,hatch,1.5,Petrol,yes,2009,2,front
BMW,crossover,3,Diesel,no,2006,X5,full
VAZ,sedan,1.6,Petrol,yes,1985,2107,rear
Nissan,sedan,2,Other,yes,1995,Maxima,rear
BMW,sedan,1.9,Petrol,no,2000,318,rear
Kia,crossover,2.4,Gas,yes,2012,Sorento,full
VAZ,crossover,1.7,Petrol,yes,2000,2121,full
Volkswagen,van,2,Diesel,yes,2012,T5 (Transporter) ����,front
Audi,vagon,3,Diesel,yes,2012,A6,full
Land Rover,crossover,3,Petrol,yes,2015,Range Rover Sport,
Volkswagen,vagon,NA,Diesel,yes,2003,Passat B5,front
Volkswagen,sedan,4.2,Gas,yes,2011,Phaeton,full
Mercedes-Benz,van,2.2,Diesel,yes,2011,Vito ����.,full
Audi,sedan,3.7,Gas,yes,1998,A8,full
Land Rover,crossover,3,Diesel,yes,2013,Range Rover Sport,full
Ford,other,2.2,Diesel,yes,2016,Ranger,full
Chevrolet,sedan,2,Petrol,yes,2008,Epica,front
Peugeot,other,2.5,Diesel,yes,1995,Boxer ����.,front
ZAZ,sedan,1.5,Gas,yes,2013,Vida,front
Mercedes-Benz,other,6.3,Petrol,yes,2007,CL 63 AMG,rear
SsangYong,crossover,2.7,Diesel,yes,2006,Rexton,full
Ford,crossover,2,Diesel,yes,2016,Kuga,full
Audi,other,4.2,Petrol,yes,2007,R8,full
Mitsubishi,other,2.5,Diesel,yes,2007,L 200,full
Peugeot,hatch,1.6,Diesel,yes,2008,308,front
Alfa Romeo,sedan,1.6,Petrol,yes,1991,75,rear
Toyota,crossover,4,Gas,yes,2007,Land Cruiser Prado,
Toyota,crossover,2.7,Gas,yes,2005,Land Cruiser Prado,full
BMW,sedan,1.8,Other,yes,1987,318,rear
Geely,sedan,1.5,Petrol,yes,2013,CK-2,front
Chevrolet,sedan,1.5,Petrol,yes,2011,Aveo,front
Mercedes-Benz,van,2.2,Diesel,yes,2007,Vito ����.,rear
Ford,crossover,2.5,Petrol,yes,2012,Kuga,full
Chevrolet,sedan,1.5,Gas,yes,2005,Aveo,front
Lexus,sedan,3,Petrol,no,1997,GS 300,rear
Volkswagen,crossover,3,Diesel,yes,2012,Touareg,full
BMW,other,3,Diesel,no,2002,X5,
Peugeot,sedan,2,Petrol,yes,2003,406,front
Suzuki,sedan,1.6,Petrol,yes,2008,SX4,front
Audi,sedan,3,Gas,yes,2005,A6,full
Audi,crossover,3,Petrol,yes,2013,A6 Allroad,full
ZAZ,hatch,1.2,Gas,yes,2002,1102 �����,front
VAZ,crossover,NA,Gas,yes,2015,2121,full
Nissan,hatch,NA,Other,yes,2014,Leaf,front
Citroen,hatch,1.6,Diesel,yes,2013,C4,front
Fiat,van,1.3,Diesel,yes,2011,Fiorino ����.,front
Volkswagen,vagon,2,Diesel,no,2005,Touran,front
Ford,vagon,1.4,Petrol,yes,2011,Fusion,front
ZAZ,sedan,1.5,Gas,yes,2015,Vida,front
VAZ,sedan,1.5,Petrol,yes,2007,2107,rear
Opel,hatch,1.6,Gas,yes,2005,Astra H,front
Opel,van,2,Diesel,yes,2006,Vivaro ����.,front
Audi,sedan,NA,Other,yes,2007,A6,
Nissan,crossover,1.6,Petrol,yes,2014,Juke,front
Mercedes-Benz,sedan,3,Diesel,yes,2011,S 350,full
Peugeot,vagon,1.6,Other,yes,2008,Partner ����.,front
Mercedes-Benz,sedan,2.2,Diesel,no,2001,E-Class,rear
Volkswagen,van,3.2,Gas,yes,2008,Multivan,front
Chery,crossover,1.3,Petrol,yes,2011,Beat,front
Toyota,crossover,2.2,Diesel,yes,2013,Rav 4,full
Opel,sedan,2.2,Petrol,yes,2004,Vectra C,front
BMW,sedan,2,Diesel,yes,2007,320,rear
Audi,sedan,3,Petrol,yes,2006,A6,full
Toyota,other,2.5,Diesel,yes,2012,Hilux,full
VAZ,vagon,1.4,Petrol,yes,2012,1117,front
Honda,crossover,2.4,Petrol,yes,2008,CR-V,full
Toyota,hatch,1.6,Petrol,yes,2014,Auris,front
Jaguar,sedan,2,Petrol,yes,2016,XE,rear
Volkswagen,other,2.5,Diesel,yes,2007,T5 (Transporter) ����.,front
BMW,other,2.2,Petrol,yes,2002,320,rear
Mercedes-Benz,sedan,3.5,Petrol,yes,2010,S 350,full
Audi,vagon,1.9,Diesel,no,1996,A4,front
Volkswagen,other,NA,Diesel,yes,2005,T5 (Transporter) ����.,
Chevrolet,crossover,1.7,Petrol,yes,2007,Niva,full
Mitsubishi,other,2.5,Diesel,yes,2008,L 200,full
Volkswagen,vagon,1.9,Diesel,yes,2010,Caddy ����.,front
Mercedes-Benz,sedan,3.5,Gas,yes,2006,CLS 350,rear
Citroen,van,1.6,Diesel,yes,2007,Berlingo ����.,front
Jaguar,sedan,2.5,Petrol,yes,2006,X-Type,full
Rolls-Royce,other,6.75,Petrol,yes,2006,Phantom,rear
BMW,sedan,4.4,Petrol,yes,1996,540,rear
Renault,vagon,1.5,Diesel,yes,2003,Kangoo ����.,front
Ford,other,2.2,Diesel,yes,2013,Ranger,full
Chevrolet,van,5.3,Petrol,yes,2014,Express ����.,full
Land Rover,crossover,4.4,Diesel,yes,2014,Range Rover,full
Geely,sedan,2,Gas,yes,2014,Emgrand 8,front
Renault,vagon,1.5,Diesel,yes,2011,Megane,front
Chery,crossover,2.4,Gas,yes,2008,Tiggo,front
Dodge,other,6.4,Petrol,yes,2009,Challenger,
Nissan,sedan,10,Gas,yes,2003,Maxima,front
Lexus,sedan,3.5,Petrol,yes,2010,GS 350,full
Land Rover,crossover,3,Diesel,yes,2012,Range Rover Sport,full
Mercedes-Benz,other,2.3,Petrol,yes,2001,CLK 230,
Toyota,crossover,2,Petrol,yes,2003,Rav 4,full
Volvo,sedan,2,Petrol,yes,2000,S80,front
Mercedes-Benz,sedan,2,Gas,yes,2001,C-Class,
BMW,crossover,3,Gas,yes,2002,X5,full
Toyota,crossover,2,Petrol,yes,1999,Rav 4,full
Renault,sedan,1.5,Diesel,yes,2013,Logan,
Mitsubishi,sedan,2,Petrol,yes,2007,Lancer,
Land Rover,crossover,2.5,Gas,yes,2003,Freelander,full
Honda,sedan,1.8,Petrol,yes,2007,Civic,
Daewoo,hatch,1.6,Gas,yes,1998,Nubira,front
Mercedes-Benz,other,2.4,Diesel,yes,1988,MB ����.,front
Ferrari,other,4.5,Petrol,yes,2012,458 Italia,rear
Volkswagen,sedan,1.8,Petrol,yes,2008,Passat B6,front
Renault,hatch,1.2,Petrol,yes,2013,Sandero,front
VAZ,sedan,1.5,Gas,yes,1990,2107,rear
Volkswagen,vagon,1.4,Gas,yes,2009,Passat B6,front
Audi,sedan,2,Petrol,yes,2013,A6,front
Peugeot,vagon,1.6,Diesel,yes,2012,3008,front
BMW,sedan,2.2,Petrol,yes,2005,520,rear
BMW,other,3,Petrol,yes,2007,630,rear
Toyota,crossover,2,Petrol,yes,2013,Rav 4,front
Mercedes-Benz,hatch,2,Diesel,no,2008,B 200,front
Porsche,sedan,4.8,Petrol,yes,2012,Panamera,full
Opel,sedan,2.2,Petrol,yes,2006,Vectra C,front
BMW,crossover,3,Diesel,yes,2006,X5,full
Skoda,sedan,1.8,Gas,yes,2008,Superb,front
Nissan,hatch,NA,Other,yes,2012,Leaf,front
Audi,crossover,3,Petrol,yes,2015,A6 Allroad,full
Volkswagen,crossover,3,Diesel,yes,2015,Touareg,full
Daewoo,sedan,1.3,Gas,yes,2011,Sens,front
Volkswagen,van,2.5,Diesel,yes,2009,T5 (Transporter) ����.,front
Acura,sedan,3.2,Gas,yes,2005,TL,front
Mitsubishi,crossover,2.4,Gas,yes,2008,Outlander,
BMW,sedan,2,Petrol,yes,2011,320,rear
Chevrolet,sedan,1.8,Petrol,yes,2012,Cruze,front
Geely,sedan,1.6,Petrol,yes,2010,CK1,
Audi,sedan,4.2,Petrol,yes,2009,A8,full
Skoda,hatch,1.9,Diesel,yes,2008,Octavia A5,front
Other-Retro,crossover,4.2,Diesel,yes,1987,������������,
Mercedes-Benz,vagon,2.3,Petrol,yes,1987,230,rear
BMW,crossover,3,Petrol,yes,2013,X6,full
Chevrolet,sedan,1.8,Petrol,yes,2012,Cruze,front
BMW,crossover,3,Petrol,yes,2011,X6,full
Toyota,crossover,3,Diesel,yes,2013,Land Cruiser Prado,full
Nissan,crossover,1.6,Petrol,yes,2012,Juke,full
Mazda,crossover,2.3,Petrol,yes,2008,CX-7,full
Lexus,sedan,3,Petrol,yes,2006,GS 300,full
Citroen,hatch,1.6,Diesel,yes,2012,DS5,front
Renault,vagon,1.5,Diesel,yes,2011,Megane,front
Nissan,crossover,1.6,Gas,yes,2015,Juke,front
Opel,van,1.9,Diesel,yes,2004,Vivaro ����.,front
Mercedes-Benz,other,NA,Diesel,yes,2013,E-Class,rear
VAZ,sedan,1.6,Petrol,yes,2006,2110,front
Subaru,sedan,2,Petrol,yes,1998,Legacy,full
Volkswagen,sedan,1.6,Petrol,yes,2014,Polo,front
Mitsubishi,crossover,3,Gas,yes,2008,Pajero Sport,full
Toyota,crossover,3.5,Petrol,yes,2011,Highlander,full
Mercedes-Benz,van,2.2,Diesel,yes,2010,Vito ����.,
Hyundai,crossover,2.2,Diesel,yes,2012,Santa FE,full
Toyota,crossover,3.5,Petrol,yes,2013,Highlander,full
Kia,crossover,2.2,Diesel,yes,2015,Sorento,full
Audi,sedan,1.8,Petrol,yes,2011,A4,front
Mitsubishi,other,2,Petrol,yes,1990,Galant,front
VAZ,hatch,1.4,Petrol,yes,2008,1119,front
Hyundai,van,2.5,Diesel,yes,1999,H 200 ����.,rear
Renault,hatch,1.5,Diesel,yes,2011,Megane,front
Dacia,other,1.6,Gas,yes,2007,Logan,front
Subaru,vagon,2.5,Petrol,yes,1998,Legacy,full
Peugeot,hatch,1.4,Diesel,yes,2013,208,front
BMW,sedan,4.4,Petrol,yes,2005,545,rear
Volkswagen,sedan,NA,Petrol,yes,1991,Jetta,front
Moskvich-Izh,van,1.5,Petrol,yes,1988,2715,rear
Subaru,crossover,2,Petrol,yes,2005,Forester,full
Renault,sedan,1.6,Petrol,yes,2011,Logan,front
Honda,sedan,2,Gas,yes,1988,Accord,front
Mitsubishi,crossover,3,Gas,yes,2008,Pajero Wagon,full
MINI,hatch,1.6,Petrol,yes,2008,Cooper S,front
BMW,sedan,3,Petrol,yes,1996,730,rear
Suzuki,crossover,1.3,Petrol,yes,1990,Samurai,full
Kia,sedan,1.3,Gas,yes,2002,Rio,front
Skoda,hatch,1.4,Petrol,yes,2007,Roomster,front
Nissan,hatch,1.4,Petrol,yes,2008,Note,front
Toyota,crossover,1.8,Gas,yes,2003,Matrix,front
Mercedes-Benz,van,2.2,Diesel,yes,2008,Sprinter 213 ����.,rear
Opel,other,NA,Diesel,yes,2008,Astra H,front
VAZ,other,1.6,Petrol,yes,2007,2110,front
Daewoo,sedan,1.3,Petrol,yes,2005,Sens,front
VAZ,crossover,1.7,Gas,yes,2004,2121,full
Mitsubishi,sedan,1.6,Petrol,yes,2006,Lancer,front
Ford,other,2.2,Diesel,yes,2014,Ranger,full
Honda,crossover,2,Petrol,yes,2004,CR-V,full
Renault,vagon,1.5,Diesel,yes,2008,Megane,front
Audi,hatch,1.4,Petrol,yes,2016,A5,
Renault,other,1.5,Other,yes,2012,Megane,front
Mercedes-Benz,other,3.2,Diesel,yes,2007,ML 320,full
Hyundai,sedan,1.4,Petrol,yes,2012,Accent,front
VAZ,sedan,1.5,Petrol,yes,1994,2105,rear
GAZ,van,2.5,Gas,yes,2008,2752 ������,rear
Nissan,hatch,1.6,Other,yes,2008,TIIDA,full
Mercedes-Benz,sedan,2.2,Diesel,yes,1998,E-Class,rear
Toyota,crossover,2.7,Petrol,yes,2011,Land Cruiser Prado,full
Subaru,sedan,2,Petrol,yes,2008,Legacy,full
Toyota,other,3.5,Gas,yes,2009,Camry,front
Volkswagen,hatch,2,Petrol,yes,1994,Golf III,front
Audi,vagon,2.5,Diesel,yes,1998,A4,front
Audi,vagon,2.5,Other,no,1999,A6,full
Mitsubishi,sedan,1.5,Petrol,yes,2008,Lancer X,front
Mercedes-Benz,sedan,2.8,Petrol,yes,2000,E-Class,rear
Renault,sedan,1.4,Other,yes,2006,Clio,front
Toyota,crossover,2,Petrol,yes,2011,Rav 4,full
Suzuki,hatch,1.3,Petrol,yes,2007,Swift,front
Mercedes-Benz,crossover,3.2,Gas,yes,2003,G 320,full
Subaru,crossover,2,Petrol,yes,2008,Forester,full
Kia,other,2,Petrol,yes,2007,Magentis,front
Lexus,crossover,2,Petrol,yes,2016,RX 200,full
Nissan,hatch,1.6,Petrol,yes,2008,Note,front
Opel,other,1.8,Petrol,yes,1996,Vectra B,front
Volkswagen,crossover,2,Diesel,yes,2014,Tiguan,full
Subaru,crossover,2,Diesel,yes,2016,Forester,full
Mercedes-Benz,other,4.7,Petrol,yes,2014,S 500,full
Mercedes-Benz,crossover,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,crossover,3,Diesel,yes,2015,G 350,full
Mercedes-Benz,van,2.2,Diesel,yes,2015,V 250,full
Mercedes-Benz,sedan,3,Diesel,yes,1988,300,rear
BMW,crossover,4.8,Petrol,yes,2007,X5,full
Mercedes-Benz,sedan,3,Diesel,yes,2014,S 350,full
Volkswagen,crossover,3,Diesel,yes,2016,Touareg,full
Mercedes-Benz,sedan,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,sedan,3,Diesel,yes,2015,S 350,full
Porsche,crossover,3.6,Petrol,yes,2008,Cayenne,full
Mercedes-Benz,sedan,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,other,4.7,Petrol,yes,2016,S 500,full
Mercedes-Benz,sedan,3,Diesel,yes,2014,S 350,full
Mercedes-Benz,sedan,3,Diesel,yes,2015,S 350,full
Mercedes-Benz,other,4.7,Petrol,yes,2014,S 500,full
Mercedes-Benz,sedan,3,Diesel,yes,2015,S 350,full
Subaru,crossover,2,Diesel,yes,2016,Forester,full
Subaru,crossover,2,Diesel,yes,2016,Forester,full
Mercedes-Benz,sedan,3,Diesel,yes,2014,S 350,full
BMW,sedan,3,Petrol,yes,2012,640,rear
Mercedes-Benz,crossover,3,Petrol,yes,2016,GLS 400,full
Honda,crossover,1.6,Diesel,yes,2016,CR-V,full
Hyundai,other,2,Gas,yes,2008,Coupe,front
Toyota,crossover,4.5,Diesel,yes,2016,Land Cruiser 200,full
Renault,crossover,1.5,Diesel,yes,2011,Duster,full
Toyota,crossover,2,Petrol,yes,2011,Rav 4,full
Mitsubishi,sedan,1.5,Petrol,yes,2008,Lancer X,front
Toyota,other,2,Petrol,yes,2003,Rav 4,full
Porsche,crossover,4.8,Petrol,yes,2012,Cayenne,full
Volkswagen,hatch,1.8,Gas,no,1992,Golf III,front
Skoda,hatch,1.2,Gas,yes,2008,Fabia,front
Citroen,van,1.6,Petrol,yes,2012,C3 Picasso,front
Honda,crossover,2,Petrol,yes,2012,CR-V,full
Citroen,hatch,1.6,Gas,yes,2012,C4,front
Peugeot,van,1.6,Diesel,yes,2011,Partner ����.,front
Hyundai,hatch,1.4,Other,yes,2008,i30,front
Ford,hatch,2,Gas,yes,1986,Scorpio,rear
Fiat,hatch,1.2,Petrol,yes,2007,Punto,front
Skoda,hatch,1.4,Petrol,yes,2009,Fabia,front
Mercedes-Benz,crossover,5,Petrol,yes,2008,G 500,full
Mitsubishi,sedan,1.8,Diesel,yes,1986,Galant,front
Volkswagen,van,1.9,Diesel,yes,2009,T5 (Transporter) ����.,front
Ford,sedan,1,Petrol,yes,2015,Focus,front
Mazda,sedan,2.3,Petrol,yes,2008,6 MPS,full
Mitsubishi,crossover,3,Gas,yes,2007,Pajero Sport,full
Volkswagen,crossover,2,Petrol,yes,2014,Tiguan,full
Ford,van,2,Diesel,yes,2003,Transit ����.,front
Kia,crossover,2,Gas,yes,2012,Sportage,full
Renault,hatch,1.8,Petrol,yes,1997,Laguna,front
Peugeot,hatch,1.6,Diesel,yes,2012,308,front
BMW,sedan,2.8,Petrol,yes,2002,528,rear
Toyota,crossover,2,Petrol,yes,2006,Rav 4,full
ZAZ,hatch,1.1,Petrol,yes,1998,1102 �����,front
VAZ,hatch,1.6,Petrol,yes,2008,2114,front
Kia,sedan,1.6,Petrol,yes,2007,Cerato,front
Ford,sedan,2.3,Gas,yes,1980,Granada,rear
Nissan,other,3.5,Petrol,yes,2008,Altima,front
Mercedes-Benz,sedan,5.5,Petrol,yes,2006,S 500,rear
Citroen,hatch,1,Petrol,yes,2014,C1,front
Volkswagen,vagon,1.4,Petrol,yes,2011,Golf VI,front
Mitsubishi,crossover,3.8,Gas,yes,2008,Pajero Wagon,full
Toyota,other,2.7,Gas,yes,2005,Tacoma,rear
VAZ,crossover,1.7,Petrol,yes,2002,2121,full
Ford,crossover,2,Diesel,yes,2014,Kuga,full
Mercedes-Benz,sedan,2,Petrol,yes,2000,E-Class,rear
Suzuki,hatch,1.3,Petrol,yes,1998,Swift,front
Volkswagen,vagon,1.4,Gas,yes,2013,Touran,front
VAZ,sedan,1.5,Gas,yes,2006,21099,front
Audi,sedan,1.6,Diesel,yes,1986,80,front
Toyota,crossover,2.4,Gas,yes,2008,Rav 4,full
Chevrolet,sedan,1.6,Petrol,yes,2006,Lacetti,front
VAZ,sedan,1.5,Gas,yes,1996,2106,rear
Chevrolet,sedan,2.4,Gas,yes,2012,Malibu,front
Mercedes-Benz,sedan,2.5,Diesel,no,1989,E-Class,rear
VAZ,sedan,1.5,Petrol,yes,2005,21099,front
Porsche,sedan,3,Diesel,yes,2013,Panamera,rear
VAZ,vagon,1.5,Petrol,yes,2000,2111,front
Toyota,sedan,1.8,Petrol,yes,2008,Avensis,front
BYD,sedan,1.6,Petrol,yes,2007,F3,front
VAZ,hatch,1.5,Gas,yes,2005,2114,front
SsangYong,crossover,2.7,Diesel,yes,2013,Rexton,full
Audi,vagon,2.5,Diesel,no,1998,A6,front
Volkswagen,van,1.4,Petrol,yes,2008,Cross Touran,front
Skoda,sedan,18,Gas,yes,2005,Superb,
VAZ,hatch,1.5,Petrol,yes,2004,21093,front
VAZ,sedan,1.5,Petrol,yes,2000,2105,rear
VAZ,sedan,1.6,Other,yes,2006,1118,front
Moskvich-AZLK,sedan,NA,Other,yes,1985,2140,
Fiat,other,1,Petrol,yes,1992,Panda,front
Opel,sedan,1.6,Petrol,no,1996,Vectra B,front
Audi,sedan,2,Diesel,yes,2005,A6,front
Skoda,vagon,1.6,Diesel,yes,2012,Octavia A5,front
Mercedes-Benz,sedan,2,Gas,no,1998,E-Class,rear
Smart,other,0.6,Petrol,yes,2000,Fortwo,rear
Kia,crossover,2.2,Diesel,yes,2013,Sorento,full
Infiniti,crossover,3.5,Gas,yes,2005,FX 35,full
MG,hatch,1.8,Petrol,yes,2014,6,front
Mercedes-Benz,sedan,2.2,Diesel,yes,2011,C-Class,rear
Renault,other,NA,Diesel,yes,2004,Grand Scenic,front
Kia,crossover,2.5,Diesel,yes,2009,Sorento,full
Audi,other,2,Petrol,yes,2011,TT,full
Mercedes-Benz,sedan,3,Petrol,yes,2016,S 400,full
Mercedes-Benz,other,5.5,Petrol,yes,2007,CL 500,rear
UAZ,crossover,2.4,Petrol,yes,2015,31514,full
Porsche,sedan,4.8,Petrol,yes,2015,Panamera,full
Mercedes-Benz,sedan,3,Diesel,yes,2014,S 350,full
Hyundai,crossover,2,Diesel,yes,2016,Tucson,full
Mazda,hatch,1.5,Petrol,yes,2016,2,full
Mercedes-Benz,sedan,4.7,Petrol,yes,2012,CLS 500,
ZAZ,sedan,NA,Petrol,yes,1990,968,rear
Volkswagen,van,2,Diesel,yes,2004,Caddy ����.,front
Toyota,other,2.8,Diesel,yes,2016,Hilux,full
Nissan,crossover,4,Gas,yes,2008,Pathfinder,full
Mitsubishi,sedan,2,Petrol,yes,2009,Lancer X,front
VAZ,sedan,1.6,Petrol,yes,2007,1118,front
Infiniti,crossover,3.7,Gas,yes,2011,FX 37,full
Seat,hatch,2,Other,yes,2007,Toledo,front
Mazda,vagon,2,Petrol,yes,2009,6,front
Mercedes-Benz,crossover,4,Diesel,yes,2008,ML 400,full
Nissan,crossover,1.6,Petrol,yes,2013,Juke,front
Peugeot,hatch,1.6,Petrol,yes,2012,207,front
Nissan,crossover,2.5,Petrol,yes,2011,X-Trail,full
Lexus,crossover,3.5,Gas,yes,2008,RX 350,full
Hyundai,crossover,2,Petrol,yes,2012,IX35,full
Subaru,crossover,3,Petrol,yes,2007,Tribeca,full
Nissan,sedan,1.6,Petrol,yes,2008,TIIDA,front
Peugeot,sedan,1.6,Petrol,yes,2013,508,front
Volkswagen,crossover,3,Diesel,yes,2009,Touareg,full
Suzuki,crossover,2.4,Petrol,yes,2009,Grand Vitara,full
Mitsubishi,crossover,NA,Petrol,yes,2012,ASX,front
Nissan,crossover,2,Petrol,yes,2008,X-Trail,full
Mitsubishi,vagon,1.6,Petrol,yes,2005,Space Star,front
Lexus,sedan,4.6,Petrol,yes,2009,LS 460,full
Audi,sedan,3,Petrol,yes,2004,A8,front
Mazda,other,1.6,Petrol,yes,2009,3,front
VAZ,sedan,1.35,Petrol,yes,1987,2106,rear
Honda,sedan,2,Petrol,yes,2011,Accord,
Ford,hatch,1.1,Petrol,yes,1986,Fiesta,front
VAZ,hatch,1.5,Petrol,yes,2002,2112,front
Citroen,other,1.6,Diesel,yes,2007,Jumpy ����.,front
Hyundai,hatch,1.6,Diesel,yes,2011,i30,front
VAZ,hatch,1.5,Gas,yes,2004,2109,front
Bentley,sedan,6.75,Petrol,yes,2016,Mulsanne,rear
Smart,hatch,1.3,Petrol,yes,2004,Forfour,front
VAZ,sedan,1.6,Gas,yes,2008,1118,front
Peugeot,crossover,1.6,Diesel,yes,2011,3008,front
Moskvich-AZLK,hatch,1.4,Petrol,yes,1964,403,rear
Volkswagen,sedan,2,Diesel,yes,2015,Jetta,front
Chevrolet,sedan,1.6,Petrol,yes,2008,Aveo,front
Audi,sedan,2.5,Diesel,yes,2004,A6,full
SsangYong,crossover,2.7,Diesel,yes,2010,Rexton,full
Mitsubishi,crossover,2.5,Diesel,yes,2013,Pajero Sport,full
Kia,hatch,1.6,Petrol,yes,2012,Soul,front
Renault,van,1.5,Diesel,yes,2012,Grand Scenic,front
Chevrolet,sedan,2.5,Gas,yes,2005,Evanda,front
ZAZ,hatch,1.1,Gas,yes,1994,1102 �����,front
Kia,crossover,2.4,Gas,yes,2011,Sorento,full
Toyota,other,2.7,Gas,yes,2006,Land Cruiser Prado,full
Land Rover,other,3.6,Diesel,yes,2009,Range Rover Sport,full
Toyota,other,4.5,Diesel,yes,2008,Land Cruiser 200,full
Toyota,other,2.5,Petrol,yes,2012,Camry,front
Toyota,other,4.5,Diesel,yes,2013,Land Cruiser 200,full
Audi,other,4.2,Petrol,yes,2007,Q7,full
Toyota,other,4,Petrol,yes,2008,Land Cruiser Prado,full
Skoda,other,1.8,Petrol,yes,2011,Octavia Scout,full
Toyota,other,2.7,Gas,yes,2004,Land Cruiser Prado,full
Jaguar,sedan,2,Petrol,yes,2015,XE,rear
Audi,other,4.2,Petrol,yes,2007,R8,full
Chevrolet,other,6.2,Petrol,yes,2011,Corvette,rear
VAZ,hatch,1.5,Gas,yes,2001,21093,front
Volkswagen,sedan,1.8,Gas,yes,2002,Passat B5,front
Renault,hatch,1.8,Other,yes,1994,Laguna,front
Volkswagen,sedan,1.8,Petrol,yes,2008,Passat B6,front
Renault,sedan,1.5,Diesel,yes,2014,Fluence,front
VAZ,hatch,1.6,Other,yes,2008,2109,
Peugeot,hatch,2,Gas,yes,2006,307,front
Mitsubishi,crossover,2,Gas,yes,2014,ASX,full
Mercedes-Benz,sedan,3,Diesel,yes,2010,S 350,rear
Chevrolet,sedan,1.6,Petrol,yes,2006,Lacetti,front
Renault,van,2,Diesel,yes,2010,Trafic ����.,front
BMW,sedan,5,Petrol,no,2008,M5,rear
Skoda,vagon,1.4,Petrol,yes,2001,Fabia,front
VAZ,hatch,1.3,Petrol,yes,1993,2109,front
BMW,other,2,Petrol,yes,2014,428,rear
Ford,hatch,1.3,Petrol,yes,2006,Fiesta,front
Opel,van,1.3,Diesel,yes,2006,Combo ����.,front
BMW,crossover,3,Diesel,yes,2006,X5,full
Moskvich-AZLK,sedan,99.99,Petrol,yes,1971,412,rear
Renault,hatch,1.5,Diesel,yes,2012,Megane,front
Mitsubishi,sedan,2,Gas,yes,2007,Lancer X,front
SsangYong,crossover,2,Diesel,yes,2008,Actyon,full
Renault,van,1.9,Diesel,yes,2002,Trafic ����.,front
Skoda,vagon,2,Petrol,yes,2008,Octavia Scout,full
Daewoo,hatch,0.8,Petrol,yes,2007,Matiz,front
Smart,hatch,0.9,Petrol,yes,2016,Forfour,rear
Ford,hatch,1.4,Other,yes,2008,Fiesta,front
Jaguar,other,4.2,Petrol,yes,2007,XKR,rear
BMW,crossover,3,Diesel,yes,2003,X5,full
Nissan,sedan,1.6,Gas,yes,1995,Primera,front
Mercedes-Benz,sedan,3.2,Diesel,yes,2001,E-Class,rear
VAZ,sedan,1.5,Gas,yes,1991,2106,rear
Audi,crossover,2,Diesel,yes,2014,Q3,full
BMW,sedan,6,Petrol,yes,2004,760,rear
Land Rover,crossover,2.2,Diesel,yes,2013,Range Rover Evoque,full
Acura,crossover,3.7,Other,yes,2010,ZDX,full
Fiat,sedan,1.6,Gas,yes,1996,Tempra,front
Peugeot,van,2.5,Other,yes,1996,Boxer ����.,front
Chevrolet,hatch,1.8,Other,yes,2007,Lacetti,front
Citroen,sedan,2.2,Diesel,no,2001,C5,front
Renault,van,1.5,Diesel,yes,2007,Kangoo ����.,front
Volkswagen,hatch,1.6,Petrol,yes,2000,Golf IV,front
Citroen,sedan,2,Diesel,yes,2000,Xantia,front
